SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,SETTLE_PR,OPEN_INT,CHG_IN_OI,VOLUME,TRADE_DATE,UNDERLYING_PRICE,HIGH_PRICE,LOW_PRICE,OPEN_PRICE,CLOSE_PRICE,LAST_PRICE
FINNIFTY,28-08-2025,25150.0,PE,42.15,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,79.5,0.0
FINNIFTY,28-08-2025,25350.0,PE,65.8,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,107.4,0.0
FINNIFTY,28-08-2025,28300.0,PE,1912.9,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1911.1,0.0
FINNIFTY,30-09-2025,24200.0,PE,66.75,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,113.6,0.0
FINNIFTY,30-09-2025,25400.0,PE,270.25,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,295.1,0.0
FINNIFTY,30-09-2025,25500.0,PE,296.65,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,316.6,0.0
FINNIFTY,30-09-2025,26500.0,PE,687.4,260,65,1,14-08-2025,26333.45,412.0,412.0,412.0,412.0,412.0
FINNIFTY,30-09-2025,27700.0,PE,1440.3,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1112.95,0.0
FINNIFTY,30-09-2025,29000.0,PE,2521.95,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1892.6,0.0
FINNIFTY,28-10-2025,25400.0,PE,386.9,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,368.15,0.0
FINNIFTY,30-09-2025,26500.0,CE,728.2,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1770.75,0.0
FINNIFTY,30-09-2025,25500.0,CE,1329.6,455,0,0,14-08-2025,26333.45,0.0,0.0,0.0,1020.0,1020.0
FINNIFTY,30-09-2025,25100.0,CE,1627.7,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,2787.5,0.0
FINNIFTY,30-09-2025,24300.0,CE,2299.85,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,3461.7,0.0
FINNIFTY,30-09-2025,23000.0,CE,3523.5,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,4651.5,0.0
FINNIFTY,28-08-2025,29500.0,CE,2.4,4940,1040,47,14-08-2025,26333.45,3.0,2.15,2.15,2.4,2.4
FINNIFTY,28-08-2025,27800.0,CE,35.75,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,712.5,0.0
FINNIFTY,28-08-2025,27650.0,CE,10.95,390,65,16,14-08-2025,26333.45,15.0,9.5,9.5,10.95,10.95
FINNIFTY,28-08-2025,27250.0,CE,105.1,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,360.65,0.0
FINNIFTY,28-08-2025,27050.0,CE,149.25,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,437.4,0.0
FINNIFTY,28-08-2025,26250.0,CE,323.95,13130,-18005,1501,14-08-2025,26333.45,360.0,287.3,297.7,323.95,314.15
FINNIFTY,28-08-2025,25200.0,CE,1238.55,0,0,0,14-08-2025,26333.45,0.0,0.0,0.0,2097.65,0.0
